archive_rank,slug,title,award_date,awwwards_url,requested_url,visit_status,http_status,final_url,redirect_host_changed,mirror_status,mirror_has_html,mirror_file_count,mirror_bytes
1988,patrappa-the-trapper,Patrappa the trapper,2021-02-10,https://www.awwwards.com/sites/patrappa-the-trapper,https://patrappa.wtf/,dns_error,,,False,not_in_live_scope,False,0,0
1989,world-after-covid,World After Covid,2021-02-09,https://www.awwwards.com/sites/world-after-covid,https://worldaftercovid.info,live_html,200,https://worldaftercovid.info,False,mirrored,True,4,130992
1990,aurelia-durand,Aurélia Durand,2021-02-08,https://www.awwwards.com/sites/aurelia-durand,https://www.aurelia-studio.com/,dns_error,,,False,not_in_live_scope,False,0,0
1991,karst-stone-paper,Karst Stone Paper,2021-02-07,https://www.awwwards.com/sites/karst-stone-paper,http://karststonepaper.com,live_html,200,https://shop.karstgoods.com/,True,mirrored,True,1,743
1992,decoded-advertising,Decoded Advertising,2021-02-06,https://www.awwwards.com/sites/decoded-advertising,https://decodedadvertising.com,live_html,200,https://decodedadvertising.com,False,mirrored,True,5,274723
1993,photovogue-festival,PhotoVogue Festival,2021-02-05,https://www.awwwards.com/sites/photovogue-festival,https://photovoguefestival.vogue.it,dns_error,,,False,not_in_live_scope,False,0,0
1994,nanna-lagerman-folio,Nanna Lagerman Folio,2021-02-04,https://www.awwwards.com/sites/nanna-lagerman-folio,https://nannalagerman.com/,live_html,200,https://nannalagerman.com/,False,mirrored,True,10,1085064
1995,levon-aronian,Levon Aronian,2021-02-03,https://www.awwwards.com/sites/levon-aronian,https://levonaronian.com/,live_html,200,https://levonaronian.com/,False,mirrored,True,5,203329
1996,bullion-productions,Bullion Productions,2021-02-02,https://www.awwwards.com/sites/bullion-productions,https://www.bullionproductions.com/,live_html,200,https://www.bullionproductions.com/,False,mirrored,True,12,807824
1997,umami-land,Umami Land,2021-02-01,https://www.awwwards.com/sites/umami-land,https://umamiland.withgoogle.com/en,live_html,200,https://www.google.com/,True,mirrored,True,3,86639
1998,marx-design-ltd,Marx Design Ltd,2021-01-31,https://www.awwwards.com/sites/marx-design-ltd,http://marxdesign.co.nz,live_html,200,https://marxdesign.co.nz/,False,mirrored,True,1,737
1999,naoz-the-digital-venue-1,NAOZ - The Digital Venue,2021-01-30,https://www.awwwards.com/sites/naoz-the-digital-venue-1,http://naoz.live,live_html,200,https://www.naoz.live/,False,mirrored,True,1,723
2000,nexbank,NexBank,2021-01-29,https://www.awwwards.com/sites/nexbank,https://www.nexbank.com,live_html,200,https://www.nexbank.com,False,mirrored,True,8,177893
2001,aesop-aromatique-candles,Aēsop - Aromatique Candles,2021-01-28,https://www.awwwards.com/sites/aesop-aromatique-candles,https://aesop-aromatique-candles.regalepreviews.com/,dns_error,,,False,not_in_live_scope,False,0,0
2002,airshifumi,AirShifumi,2021-01-27,https://www.awwwards.com/sites/airshifumi,https://airshifumi.hands.agency/,live_html,200,https://airshifumi.hands.agency/,False,mirrored,True,5,2685420
2003,black-madre,Black Madre,2021-01-26,https://www.awwwards.com/sites/black-madre,https://blackmadre.com,live_html,200,https://blackmadre.com,False,mirrored,True,6,162875
2004,a-chaotic-year-in-review,A (CHAOTIC) Year in Review,2021-01-25,https://www.awwwards.com/sites/a-chaotic-year-in-review,https://2020.milkshake.studio,live_html,200,https://2020.milkshake.studio,False,mirrored,True,3,101774
2005,analytica-alimentaria,Analytica Alimentaria,2021-01-24,https://www.awwwards.com/sites/analytica-alimentaria,http://aalimentaria.com,live_html,200,https://www.aalimentaria.com/,False,mirrored,True,1,742
2006,sonia-presne,Sonia Presne,2021-01-23,https://www.awwwards.com/sites/sonia-presne,https://soniapresne.com/,live_html,200,https://soniapresne.com/,False,mirrored,True,3,130230
2007,gib20,GIB20,2021-01-22,https://www.awwwards.com/sites/gib20,https://www.ge.com/innovation-barometer/,live_html,200,https://www.ge.com,False,mirrored,True,2,1553
2008,gucci-gift-giving,Gucci Gift Giving,2021-01-21,https://www.awwwards.com/sites/gucci-gift-giving,https://giftgiving.gucci.com/,timeout,,,False,not_in_live_scope,False,0,0
2009,lions-good-news2020,LIONS GOOD NEWS2020,2021-01-20,https://www.awwwards.com/sites/lions-good-news2020,https://cannesprlions.com/en/lionsnews/,dns_error,,,False,not_in_live_scope,False,0,0
2010,impermanence,Impermanence,2021-01-19,https://www.awwwards.com/sites/impermanence,https://www.impermanence.us/,live_html,200,https://www.impermanence.us/,False,mirrored,True,1,669
2011,htttwkar,HTTTWKAR,2021-01-18,https://www.awwwards.com/sites/htttwkar,https://howtotalktowhitekidsaboutracism.com/,live_html,200,https://howtotalktowhitekidsaboutracism.com/,False,mirrored,True,1,1154995
2012,estee-lauder-the-anrcade,Estée Lauder - The ANRcade,2021-01-17,https://www.awwwards.com/sites/estee-lauder-the-anrcade,https://www.esteelauderanrcade.com,dns_error,,,False,not_in_live_scope,False,0,0
2013,the-current-issue-2,The Current: Issue 2,2021-01-16,https://www.awwwards.com/sites/the-current-issue-2,https://jigsaw.google.com/the-current/white-supremacy/,live_html,200,https://current.withgoogle.com/the-current/white-supremacy/,True,mirrored,True,1,893
2014,bad-boys,Bad Boys,2021-01-15,https://www.awwwards.com/sites/bad-boys,https://bad-boys.studiofreight.com/,live_html,200,https://studiofreight.com/,True,mirrored,True,1,668
2015,international-days,International Days,2021-01-14,https://www.awwwards.com/sites/international-days,https://days.epic.net/,live_html,200,https://days.epic.net/,False,mirrored,True,3,109171
2016,web-design-in-2021,Web Design in 2021,2021-01-13,https://www.awwwards.com/sites/web-design-in-2021,https://www.editorx.com/prowebsites/web-design-trends?utm_source=submition&utm_medium=cpc&utm_campaign=ma_edx-brand-trends-submition&experiment_id=awwwards,live_html,200,https://www.wix.com/studio?utm_source=submition&utm_medium=cpc&utm_campaign=ma_edx-brand-trends-submition&experiment_id=awwwards,True,mirrored,True,21,16290988
2017,10-misconceptions-on-ux,10 misconceptions on UX,2021-01-12,https://www.awwwards.com/sites/10-misconceptions-on-ux,https://10ideesrecuesenuxdesign.castoretpollux.com/en,live_html,200,https://10ideesrecuesenuxdesign.castoretpollux.com/en,False,mirrored,True,7,2307230
2018,angel-of-darkness,Angel of Darkness,2021-01-11,https://www.awwwards.com/sites/angel-of-darkness,https://the-alienist-s2.us.dev.monkapps.com/,live_html,200,https://the-alienist-s2.us.dev.monkapps.com/,False,no_html,False,0,0
2019,expodcast-versailles,Expodcast -  Versailles,2021-01-10,https://www.awwwards.com/sites/expodcast-versailles,https://expodcast.cmbv.fr/,live_html,200,https://expodcast.cmbv.fr/en,False,mirrored,True,1,775
2020,hi-skin,"Hi, Skin",2021-01-09,https://www.awwwards.com/sites/hi-skin,https://www.hiskin.care/,live_html,200,https://hiskin.care/,False,mirrored,True,2,1325
2021,deeponde,Deepondé,2021-01-08,https://www.awwwards.com/sites/deeponde,http://deeponde.com/,live_html,200,https://deeponde.com/,False,mirrored,True,1,608
2022,chungi-folio,Chungi Folio,2021-01-07,https://www.awwwards.com/sites/chungi-folio,https://www.chungiyoo.com/,live_html,200,https://www.chungiyoo.com/,False,mirrored,True,10,1699368
2023,ad-d-culture,AD+D CULTURE,2021-01-06,https://www.awwwards.com/sites/ad-d-culture,https://www.addculture.com,live_html,200,https://www.addculture.com,False,mirrored,True,1,350
2024,sea-shepherd-no-fishing-net,Sea Shepherd - No fishing net,2021-01-05,https://www.awwwards.com/sites/sea-shepherd-no-fishing-net,https://www.no-fishing.net,live_html,200,https://www.no-fishing.net,False,mirrored,True,1,1912
2025,designed-by-women,Designed by Women,2021-01-04,https://www.awwwards.com/sites/designed-by-women,https://designedbywomen.org/,live_html,200,https://designedbywomen.org/,False,mirrored,True,5,505838
2026,goodfight-shop,Goodfight,2021-01-03,https://www.awwwards.com/sites/goodfight-shop,https://www.goodfight.shop/,live_html,200,https://goodfight.shop/,False,mirrored,True,2,1342
2027,proto-homes,Proto Homes,2021-01-02,https://www.awwwards.com/sites/proto-homes,https://www.protohomes.com/,live_html,200,https://www.theexhibitionrooms.com/,True,mirrored,True,1,775
2028,luckyfolks,Luckyfolks,2021-01-01,https://www.awwwards.com/sites/luckyfolks,https://www.luckyfolks.fr/,live_html,200,https://www.luckyfolks.fr/,False,mirrored,True,8,533764
2029,album-colors-of-the-year-2020,Album Colors Of The Year 2020,2020-12-31,https://www.awwwards.com/sites/album-colors-of-the-year-2020,http://albumcolors.com,live_html,200,https://albumcolors.com/,False,mirrored,True,1,735
2030,earcouture,EarCOUTURE,2020-12-30,https://www.awwwards.com/sites/earcouture,https://earcouture.jp/,live_html,200,https://earcouture.jp/,False,mirrored,True,11,628596
2031,philippe-neveu-portfolio-1,Philippe Neveu - Portfolio,2020-12-29,https://www.awwwards.com/sites/philippe-neveu-portfolio-1,https://philippeneveu.com/,live_html,200,https://philippeneveu.com/,False,mirrored,True,1,432969
2032,typography-principles,Typography Principles,2020-12-28,https://www.awwwards.com/sites/typography-principles,https://typographyprinciples.obys.agency/,live_html,200,https://typographyprinciples.obys.agency/,False,mirrored,True,119,4574822
2033,impero,Impero,2020-12-27,https://www.awwwards.com/sites/impero,https://www.weareimpero.com/,live_html,200,https://www.weareimpero.com/,False,mirrored,True,12,508450
2034,the-biggest-change,The Biggest Change,2020-12-26,https://www.awwwards.com/sites/the-biggest-change,https://www.thebiggestchange.com/,live_html,200,https://www.thebiggestchange.com/,False,mirrored,True,12,1007090
2035,svinogradov-art,SVinogradov.art,2020-12-25,https://www.awwwards.com/sites/svinogradov-art,http://svinogradov.art/,live_html,200,https://svinogradov.art/,False,mirrored,True,1,614
2036,xmas-mill3,XMAS MILL3,2020-12-24,https://www.awwwards.com/sites/xmas-mill3,https://xmas.mill3.studio/,live_html,200,https://xmas.mill3.studio/,False,mirrored,True,7,215090
2037,frontier-development-lab,Frontier Development Lab,2020-12-23,https://www.awwwards.com/sites/frontier-development-lab,https://cloud.withgoogle.com/intel/,live_html,200,https://cloud.withgoogle.com/intel/,False,mirrored,True,7,67755
2038,squarespace-browser-history,Squarespace Browser History,2020-12-22,https://www.awwwards.com/sites/squarespace-browser-history,https://browserhistory.squarespace.com/,live_html,200,https://browserhistory.squarespace.com/,False,mirrored,True,13,478657
2039,innotech,Innotech,2020-12-21,https://www.awwwards.com/sites/innotech,https://www.innotech.pt/,live_html,200,https://www.innotech.pt/,False,mirrored,True,1,184219
2040,five-years-of-99,Five years of -99,2020-12-20,https://www.awwwards.com/sites/five-years-of-99,https://fiveyears.minus99.com,live_html,200,https://fiveyears.minus99.com,False,mirrored,True,4,78608
2041,sofia-papadopoulou,Sofia Papadopoulou,2020-12-19,https://www.awwwards.com/sites/sofia-papadopoulou,https://www.sofiapapadopoulou.com,live_html,200,https://www.sofiapapadopoulou.com,False,mirrored,True,5,142838
2042,google-cloud-demos-healthcare,Google Cloud Demos-Healthcare,2020-12-18,https://www.awwwards.com/sites/google-cloud-demos-healthcare,https://showcase.withgoogle.com/healthcare-security/,live_html,200,https://www.google.com,True,mirrored,True,1,817
2043,nieuw-bergen-iconic-living,"Nieuw Bergen, Iconic Living.",2020-12-17,https://www.awwwards.com/sites/nieuw-bergen-iconic-living,https://www.nieuwbergen.com,tls_error,,,False,not_in_live_scope,False,0,0
2044,deliciously-dark-escape,Deliciously Dark Escape,2020-12-16,https://www.awwwards.com/sites/deliciously-dark-escape,https://trollideliciouslydarkescape.com/awards,live_html,200,https://fitlifefanatics.com/100-jumping-jacks-a-day/,True,no_html,False,0,0
2045,the-queen-and-the-crown,The Queen and The Crown,2020-12-15,https://www.awwwards.com/sites/the-queen-and-the-crown,https://www.thequeenandthecrown.com/,tls_error,,,False,not_in_live_scope,False,0,0
2046,foam-talent-2020,Foam Talent 2020,2020-12-14,https://www.awwwards.com/sites/foam-talent-2020,https://talent2020.foam.org/,access_blocked,429,https://talent2020.foam.org/,False,not_in_live_scope,False,0,0
2047,worthitdocs,Worthitdocs,2020-12-13,https://www.awwwards.com/sites/worthitdocs,https://www.worthitdocs.com/,live_html,200,https://www.worthitdocs.com/,False,mirrored,True,4,225212
2048,naba-zabih,Naba Zabih,2020-12-12,https://www.awwwards.com/sites/naba-zabih,https://nabazabih.com/,live_html,200,https://nabazabih.com/,False,mirrored,True,23,420839
2049,spain-collection,Spain Collection,2020-12-11,https://www.awwwards.com/sites/spain-collection,http://spaincollection.com,live_html,200,https://spaincollection.com/,False,mirrored,True,1,622
2050,midwam,Midwam,2020-12-10,https://www.awwwards.com/sites/midwam,https://midwam.com/,timeout,,,False,not_in_live_scope,False,0,0
2051,loftgarten,Loftgarten,2020-12-09,https://www.awwwards.com/sites/loftgarten,https://loftgarten.co,network_error,,,False,not_in_live_scope,False,0,0
2052,studio-ba-r,Studio—BA®,2020-12-08,https://www.awwwards.com/sites/studio-ba-r,https://brunoarizio.com,live_html,200,https://brunoarizio.com,False,mirrored,True,9,1487256
2053,mammut-expedition-baikal,Mammut Expedition Baikal,2020-12-07,https://www.awwwards.com/sites/mammut-expedition-baikal,https://eiger-extreme.mammut.com,server_error,500,https://eiger-extreme.mammut.com,False,not_in_live_scope,False,0,0
2054,physics-of-beauty,Physics of Beauty,2020-12-06,https://www.awwwards.com/sites/physics-of-beauty,https://physicsofbeauty.art,live_html,200,https://physicsofbeauty.art,False,mirrored,True,3,47150
2055,chivichivi,ChiviChivi,2020-12-05,https://www.awwwards.com/sites/chivichivi,https://chivichivi.com/,live_html,200,https://chivichivi.com/fr/,False,mirrored,True,1,765
2056,grove-lust,grove lust,2020-12-04,https://www.awwwards.com/sites/grove-lust,https://www.grovelust.be/,live_html,200,https://www.grovelust.be/,False,mirrored,True,5,43768
2057,medal-of-honor-above-beyond,Medal of Honor: Above & Beyond,2020-12-03,https://www.awwwards.com/sites/medal-of-honor-above-beyond,http://www.oculus.com/medalofhonor,live_html,200,https://www.meta.com/experiences/medal-of-honor-above-and-beyond/3647259232032222/?utm_source=www.oculus.com&utm_medium=oculusredirect,True,mirrored,True,2,1049
2058,chartogne-taillet,Chartogne-Taillet,2020-12-02,https://www.awwwards.com/sites/chartogne-taillet,https://chartogne-taillet.com/en,live_html,200,https://chartogne-taillet.com/en,False,mirrored,True,25,1816126
2059,moooi-digital-flagship-store,Moooi - Digital flagship store,2020-12-01,https://www.awwwards.com/sites/moooi-digital-flagship-store,https://moooi.com/,live_html,200,https://www.moooi.com/us,False,mirrored,True,1,602
2060,inside-the-mind-of-samuel-day,Inside the Mind of Samuel Day,2020-11-30,https://www.awwwards.com/sites/inside-the-mind-of-samuel-day,https://www.samuelday.de/,live_html,200,https://www.samuelday.de/,False,mirrored,True,4,52716
2061,huluween-the-screamlands,Huluween: The Screamlands,2020-11-29,https://www.awwwards.com/sites/huluween-the-screamlands,https://huluween.com/,live_html,200,https://www.hulu.com/welcome,True,mirrored,True,1,743
2062,aircord,aircord,2020-11-28,https://www.awwwards.com/sites/aircord,https://aircord.co.jp/en/,live_html,200,https://aircord.co.jp/en/,False,mirrored,True,9,180386
